,ITEM_ID,TRUE_EPID,Aspect,Old Value,New Value,ITEM_SENTENCE,Initial Score,Score,Score Change,Added(1) / Updated(0) Aspect,Value changed,Existed before,Item link,Product link
15,126259803702,6043385115,game,['Pokémon TCG'],['Pokémon TCG'],[TITLE_TXT] 1995 1ST EDITION AUTHENTIC SUPER RARE HOLO FOIL MACHAMP POKEMON CARD! [card_number] 8/102 [set] Base Set [features] 1st Edition [game] Pokémon TCG [character] Machamp [card_name] Machamp,0.06268,0.07032,0.00763,0,0,0,https://matchingdashboard.vip.ebay.com/?itemId=126259803702,https://matchingdashboard.vip.ebay.com/getProduct?epid=6043385115
16,126259803702,6043385115,card_name,['Machamp'],['Machamp'],[TITLE_TXT] 1995 1ST EDITION AUTHENTIC SUPER RARE HOLO FOIL MACHAMP POKEMON CARD! [character] Machamp [set] Base Set [card_name] Machamp [card_number] 8/102 [game] Pokémon TCG [features] 1st Edition,0.06268,0.05873,-0.00395,0,0,1,https://matchingdashboard.vip.ebay.com/?itemId=126259803702,https://matchingdashboard.vip.ebay.com/getProduct?epid=6043385115
17,126259803702,6043385115,set,['Base Set'],['Deck Exclusives'],[TITLE_TXT] 1995 1ST EDITION AUTHENTIC SUPER RARE HOLO FOIL MACHAMP POKEMON CARD! [game] Pokémon TCG [character] Machamp [features] 1st Edition [card_name] Machamp [set] Deck Exclusives [card_number] 8/102,0.06268,0.02185,-0.04084,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=126259803702,https://matchingdashboard.vip.ebay.com/getProduct?epid=6043385115
18,126259803702,6043385115,card_number,['8/102'],['008/102'],[TITLE_TXT] 1995 1ST EDITION AUTHENTIC SUPER RARE HOLO FOIL MACHAMP POKEMON CARD! [game] Pokémon TCG [character] Machamp [card_name] Machamp [card_number] 008/102 [set] Base Set [features] 1st Edition,0.06268,0.12351,0.06083,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=126259803702,https://matchingdashboard.vip.ebay.com/getProduct?epid=6043385115
19,126259803702,6043385115,features,['1st Edition'],"['Shadowless', '1st Edition']","[TITLE_TXT] 1995 1ST EDITION AUTHENTIC SUPER RARE HOLO FOIL MACHAMP POKEMON CARD! [features] Shadowless, 1st Edition [card_number] 8/102 [game] Pokémon TCG [set] Base Set [card_name] Machamp [character] Machamp",0.06268,0.97626,0.91358,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=126259803702,https://matchingdashboard.vip.ebay.com/getProduct?epid=6043385115
20,126259803702,6043385115,language,,['English'],[TITLE_TXT] 1995 1ST EDITION AUTHENTIC SUPER RARE HOLO FOIL MACHAMP POKEMON CARD! [features] 1st Edition [character] Machamp [game] Pokémon TCG [set] Base Set [card_name] Machamp [language] English [card_number] 8/102,0.06268,0.03795,-0.02473,1,0,0,https://matchingdashboard.vip.ebay.com/?itemId=126259803702,https://matchingdashboard.vip.ebay.com/getProduct?epid=6043385115
21,126259803702,6043385115,manufacturer,,['The Pokémon Company'],[TITLE_TXT] 1995 1ST EDITION AUTHENTIC SUPER RARE HOLO FOIL MACHAMP POKEMON CARD! [card_number] 8/102 [manufacturer] The Pokémon Company [features] 1st Edition [game] Pokémon TCG [character] Machamp [set] Base Set [card_name] Machamp,0.06268,0.11145,0.04876,1,0,0,https://matchingdashboard.vip.ebay.com/?itemId=126259803702,https://matchingdashboard.vip.ebay.com/getProduct?epid=6043385115
22,126259803702,6043385115,ITEM_TITLE,1995 1ST EDITION AUTHENTIC SUPER RARE HOLO FOIL MACHAMP POKEMON CARD!,Machamp - (Base Set Shadowless) 008/102 Deck Exclusives Holo,[TITLE_TXT] Machamp - (Base Set Shadowless) 008/102 Deck Exclusives Holo [character] Machamp [set] Base Set [card_number] 8/102 [game] Pokémon TCG [card_name] Machamp [features] 1st Edition,0.06268,0.71657,0.65388,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=126259803702,https://matchingdashboard.vip.ebay.com/getProduct?epid=6043385115
23,126487410983,8041755444,game,['Magic: The Gathering'],['Magic: The Gathering'],"[TITLE_TXT] Magic the Gathering Ravenous Demon Archdemon of Greed Prerelease Promo Foil [features] Prerelease, Promo [card_name] Ravenous Demon // Archdemon of Greed [set] Dark Ascension [game] Magic: The Gathering",0.00291,0.00322,0.00031,0,0,0,https://matchingdashboard.vip.ebay.com/?itemId=126487410983,https://matchingdashboard.vip.ebay.com/getProduct?epid=8041755444
24,126487410983,8041755444,card_name,['Ravenous Demon // Archdemon of Greed'],['Ravenous Demon'],"[TITLE_TXT] Magic the Gathering Ravenous Demon Archdemon of Greed Prerelease Promo Foil [card_name] Ravenous Demon [game] Magic: The Gathering [set] Dark Ascension [features] Prerelease, Promo",0.00291,0.1039,0.10099,0,1,1,https://matchingdashboard.vip.ebay.com/?itemId=126487410983,https://matchingdashboard.vip.ebay.com/getProduct?epid=8041755444
25,126487410983,8041755444,set,['Dark Ascension'],['Prerelease Cards'],"[TITLE_TXT] Magic the Gathering Ravenous Demon Archdemon of Greed Prerelease Promo Foil [card_name] Ravenous Demon // Archdemon of Greed [game] Magic: The Gathering [set] Prerelease Cards [features] Prerelease, Promo",0.00291,0.01135,0.00844,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=126487410983,https://matchingdashboard.vip.ebay.com/getProduct?epid=8041755444
26,126487410983,8041755444,card_number,,['71'],"[TITLE_TXT] Magic the Gathering Ravenous Demon Archdemon of Greed Prerelease Promo Foil [game] Magic: The Gathering [card_name] Ravenous Demon // Archdemon of Greed [card_number] 71 [features] Prerelease, Promo [set] Dark Ascension",0.00291,0.03699,0.03408,1,0,0,https://matchingdashboard.vip.ebay.com/?itemId=126487410983,https://matchingdashboard.vip.ebay.com/getProduct?epid=8041755444
27,126487410983,8041755444,language,,['English'],"[TITLE_TXT] Magic the Gathering Ravenous Demon Archdemon of Greed Prerelease Promo Foil [language] English [set] Dark Ascension [game] Magic: The Gathering [card_name] Ravenous Demon // Archdemon of Greed [features] Prerelease, Promo",0.00291,0.00825,0.00534,1,0,0,https://matchingdashboard.vip.ebay.com/?itemId=126487410983,https://matchingdashboard.vip.ebay.com/getProduct?epid=8041755444
28,126487410983,8041755444,manufacturer,,['Wizards of the Coast'],"[TITLE_TXT] Magic the Gathering Ravenous Demon Archdemon of Greed Prerelease Promo Foil [card_name] Ravenous Demon // Archdemon of Greed [set] Dark Ascension [features] Prerelease, Promo [manufacturer] Wizards of the Coast [game] Magic: The Gathering",0.00291,0.00846,0.00555,1,0,0,https://matchingdashboard.vip.ebay.com/?itemId=126487410983,https://matchingdashboard.vip.ebay.com/getProduct?epid=8041755444
29,126487410983,8041755444,ITEM_TITLE,Magic the Gathering Ravenous Demon Archdemon of Greed Prerelease Promo Foil,Ravenous Demon Prerelease Cards Foil,"[TITLE_TXT] Ravenous Demon Prerelease Cards Foil [game] Magic: The Gathering [features] Prerelease, Promo [card_name] Ravenous Demon // Archdemon of Greed [set] Dark Ascension",0.00291,0.93984,0.93693,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=126487410983,https://matchingdashboard.vip.ebay.com/getProduct?epid=8041755444
30,126608063971,16062134728,game,['Pokémon TCG'],['Pokémon TCG'],[TITLE_TXT] Revaroom ex Full Art Ultra Rare - 216/197 Obsidian Flames Pokemon TCG - NM [features] Full Art [set] Scarlet & Violet - Obsidian Flames [card_number] 216/197 [character] Revaroom [language] English [game] Pokémon TCG [manufacturer] Nintendo [card_name] Revaroom,0.04244,0.02003,-0.02241,0,0,0,https://matchingdashboard.vip.ebay.com/?itemId=126608063971,https://matchingdashboard.vip.ebay.com/getProduct?epid=16062134728
31,126608063971,16062134728,card_name,['Revaroom'],['Revavroom Ex'],[TITLE_TXT] Revaroom ex Full Art Ultra Rare - 216/197 Obsidian Flames Pokemon TCG - NM [features] Full Art [card_number] 216/197 [character] Revaroom [game] Pokémon TCG [manufacturer] Nintendo [card_name] Revavroom Ex [set] Scarlet & Violet - Obsidian Flames [language] English,0.04244,0.9951,0.95266,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=126608063971,https://matchingdashboard.vip.ebay.com/getProduct?epid=16062134728
32,126608063971,16062134728,set,['Scarlet & Violet - Obsidian Flames'],['Sv03: Obsidian Flames'],[TITLE_TXT] Revaroom ex Full Art Ultra Rare - 216/197 Obsidian Flames Pokemon TCG - NM [language] English [card_name] Revaroom [manufacturer] Nintendo [set] Sv03: Obsidian Flames [card_number] 216/197 [features] Full Art [game] Pokémon TCG [character] Revaroom,0.04244,0.11531,0.07287,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=126608063971,https://matchingdashboard.vip.ebay.com/getProduct?epid=16062134728
33,126608063971,16062134728,card_number,['216/197'],['216/197'],[TITLE_TXT] Revaroom ex Full Art Ultra Rare - 216/197 Obsidian Flames Pokemon TCG - NM [card_name] Revaroom [manufacturer] Nintendo [character] Revaroom [features] Full Art [card_number] 216/197 [language] English [game] Pokémon TCG [set] Scarlet & Violet - Obsidian Flames,0.04244,0.01998,-0.02246,0,0,1,https://matchingdashboard.vip.ebay.com/?itemId=126608063971,https://matchingdashboard.vip.ebay.com/getProduct?epid=16062134728
34,126608063971,16062134728,language,['English'],['English'],[TITLE_TXT] Revaroom ex Full Art Ultra Rare - 216/197 Obsidian Flames Pokemon TCG - NM [features] Full Art [language] English [set] Scarlet & Violet - Obsidian Flames [manufacturer] Nintendo [game] Pokémon TCG [card_number] 216/197 [character] Revaroom [card_name] Revaroom,0.04244,0.00858,-0.03386,0,0,0,https://matchingdashboard.vip.ebay.com/?itemId=126608063971,https://matchingdashboard.vip.ebay.com/getProduct?epid=16062134728
35,126608063971,16062134728,manufacturer,['Nintendo'],['The Pokémon Company'],[TITLE_TXT] Revaroom ex Full Art Ultra Rare - 216/197 Obsidian Flames Pokemon TCG - NM [game] Pokémon TCG [manufacturer] The Pokémon Company [character] Revaroom [set] Scarlet & Violet - Obsidian Flames [card_name] Revaroom [language] English [features] Full Art [card_number] 216/197,0.04244,0.00418,-0.03826,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=126608063971,https://matchingdashboard.vip.ebay.com/getProduct?epid=16062134728
36,126608063971,16062134728,ITEM_TITLE,Revaroom ex Full Art Ultra Rare - 216/197 Obsidian Flames Pokemon TCG - NM,Revavroom ex 216/197 Sv03: Obsidian Flames Holo,[TITLE_TXT] Revavroom ex 216/197 Sv03: Obsidian Flames Holo [game] Pokémon TCG [character] Revaroom [language] English [set] Scarlet & Violet - Obsidian Flames [features] Full Art [manufacturer] Nintendo [card_number] 216/197 [card_name] Revaroom,0.04244,0.99786,0.95542,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=126608063971,https://matchingdashboard.vip.ebay.com/getProduct?epid=16062134728
37,133494994541,15041754116,game,['Magic: The Gathering'],['Magic: The Gathering'],"[TITLE_TXT] Nyx Lotus Foil Borderless Magic MTG NM+ [set] Return to Ravnica [manufacturer] Wizards of the Coast [language] English [card_name] Nyx Lotus [game] Magic: The Gathering [features] Borderless, Return to Ravnica",0.00029,0.00025,-4e-05,0,0,0,https://matchingdashboard.vip.ebay.com/?itemId=133494994541,https://matchingdashboard.vip.ebay.com/getProduct?epid=15041754116
38,133494994541,15041754116,card_name,['Nyx Lotus'],['Nyx Lotus'],"[TITLE_TXT] Nyx Lotus Foil Borderless Magic MTG NM+ [features] Borderless, Return to Ravnica [set] Return to Ravnica [language] English [manufacturer] Wizards of the Coast [game] Magic: The Gathering [card_name] Nyx Lotus",0.00029,0.00031,2e-05,0,0,1,https://matchingdashboard.vip.ebay.com/?itemId=133494994541,https://matchingdashboard.vip.ebay.com/getProduct?epid=15041754116
39,133494994541,15041754116,set,['Return to Ravnica'],['Theros Beyond Death'],"[TITLE_TXT] Nyx Lotus Foil Borderless Magic MTG NM+ [set] Theros Beyond Death [language] English [manufacturer] Wizards of the Coast [card_name] Nyx Lotus [features] Borderless, Return to Ravnica [game] Magic: The Gathering",0.00029,0.00026,-3e-05,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=133494994541,https://matchingdashboard.vip.ebay.com/getProduct?epid=15041754116
40,133494994541,15041754116,card_number,,['344'],"[TITLE_TXT] Nyx Lotus Foil Borderless Magic MTG NM+ [features] Borderless, Return to Ravnica [manufacturer] Wizards of the Coast [card_number] 344 [game] Magic: The Gathering [card_name] Nyx Lotus [set] Return to Ravnica [language] English",0.00029,0.00141,0.00112,1,0,0,https://matchingdashboard.vip.ebay.com/?itemId=133494994541,https://matchingdashboard.vip.ebay.com/getProduct?epid=15041754116
41,133494994541,15041754116,features,"['Borderless', 'Return to Ravnica']",['Extended Art'],[TITLE_TXT] Nyx Lotus Foil Borderless Magic MTG NM+ [language] English [set] Return to Ravnica [manufacturer] Wizards of the Coast [game] Magic: The Gathering [features] Extended Art [card_name] Nyx Lotus,0.00029,0.10841,0.10813,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=133494994541,https://matchingdashboard.vip.ebay.com/getProduct?epid=15041754116
42,133494994541,15041754116,language,['English'],['English'],"[TITLE_TXT] Nyx Lotus Foil Borderless Magic MTG NM+ [card_name] Nyx Lotus [manufacturer] Wizards of the Coast [features] Borderless, Return to Ravnica [language] English [set] Return to Ravnica [game] Magic: The Gathering",0.00029,0.00031,2e-05,0,0,0,https://matchingdashboard.vip.ebay.com/?itemId=133494994541,https://matchingdashboard.vip.ebay.com/getProduct?epid=15041754116
43,133494994541,15041754116,manufacturer,['Wizards of the Coast'],['Wizards of the Coast'],"[TITLE_TXT] Nyx Lotus Foil Borderless Magic MTG NM+ [card_name] Nyx Lotus [set] Return to Ravnica [game] Magic: The Gathering [features] Borderless, Return to Ravnica [language] English [manufacturer] Wizards of the Coast",0.00029,0.00025,-4e-05,0,0,0,https://matchingdashboard.vip.ebay.com/?itemId=133494994541,https://matchingdashboard.vip.ebay.com/getProduct?epid=15041754116
44,133494994541,15041754116,ITEM_TITLE,Nyx Lotus Foil Borderless Magic MTG NM+,Nyx Lotus (Extended Art) Theros Beyond Death Foil,"[TITLE_TXT] Nyx Lotus (Extended Art) Theros Beyond Death Foil [language] English [manufacturer] Wizards of the Coast [card_name] Nyx Lotus [features] Borderless, Return to Ravnica [set] Return to Ravnica [game] Magic: The Gathering",0.00029,0.94269,0.9424,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=133494994541,https://matchingdashboard.vip.ebay.com/getProduct?epid=15041754116
45,134673742433,3043380420,game,['Pokémon TCG'],['Pokémon TCG'],[TITLE_TXT] Pokemon XY Evolutions Pidgeot EX 104/108 Ultra Rare Holo Foil PSA 10 MINT [card_name] Foil [card_number] 104/108 [character] Pidgeot [game] Pokémon TCG [features] Holo [set] XY,0.05997,0.0577,-0.00227,0,0,0,https://matchingdashboard.vip.ebay.com/?itemId=134673742433,https://matchingdashboard.vip.ebay.com/getProduct?epid=3043380420
46,134673742433,3043380420,card_name,['Foil'],['Pidgeot Ex'],[TITLE_TXT] Pokemon XY Evolutions Pidgeot EX 104/108 Ultra Rare Holo Foil PSA 10 MINT [features] Holo [game] Pokémon TCG [card_name] Pidgeot Ex [card_number] 104/108 [character] Pidgeot [set] XY,0.05997,0.01588,-0.04409,0,1,1,https://matchingdashboard.vip.ebay.com/?itemId=134673742433,https://matchingdashboard.vip.ebay.com/getProduct?epid=3043380420
47,134673742433,3043380420,set,['XY'],['Evolutions'],[TITLE_TXT] Pokemon XY Evolutions Pidgeot EX 104/108 Ultra Rare Holo Foil PSA 10 MINT [card_number] 104/108 [character] Pidgeot [card_name] Foil [features] Holo [game] Pokémon TCG [set] Evolutions,0.05997,0.00883,-0.05114,0,1,1,https://matchingdashboard.vip.ebay.com/?itemId=134673742433,https://matchingdashboard.vip.ebay.com/getProduct?epid=3043380420
48,134673742433,3043380420,card_number,['104/108'],['104/108'],[TITLE_TXT] Pokemon XY Evolutions Pidgeot EX 104/108 Ultra Rare Holo Foil PSA 10 MINT [card_name] Foil [game] Pokémon TCG [features] Holo [character] Pidgeot [card_number] 104/108 [set] XY,0.05997,0.11151,0.05154,0,0,1,https://matchingdashboard.vip.ebay.com/?itemId=134673742433,https://matchingdashboard.vip.ebay.com/getProduct?epid=3043380420
49,134673742433,3043380420,features,['Holo'],['Full Art'],[TITLE_TXT] Pokemon XY Evolutions Pidgeot EX 104/108 Ultra Rare Holo Foil PSA 10 MINT [features] Full Art [game] Pokémon TCG [character] Pidgeot [card_number] 104/108 [card_name] Foil [set] XY,0.05997,0.98217,0.9222,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=134673742433,https://matchingdashboard.vip.ebay.com/getProduct?epid=3043380420
50,134673742433,3043380420,language,,['English'],[TITLE_TXT] Pokemon XY Evolutions Pidgeot EX 104/108 Ultra Rare Holo Foil PSA 10 MINT [language] English [set] XY [features] Holo [card_number] 104/108 [character] Pidgeot [card_name] Foil [game] Pokémon TCG,0.05997,0.20001,0.14004,1,0,0,https://matchingdashboard.vip.ebay.com/?itemId=134673742433,https://matchingdashboard.vip.ebay.com/getProduct?epid=3043380420
51,134673742433,3043380420,manufacturer,,['The Pokémon Company'],[TITLE_TXT] Pokemon XY Evolutions Pidgeot EX 104/108 Ultra Rare Holo Foil PSA 10 MINT [game] Pokémon TCG [card_number] 104/108 [card_name] Foil [set] XY [features] Holo [manufacturer] The Pokémon Company [character] Pidgeot,0.05997,0.03147,-0.02849,1,0,0,https://matchingdashboard.vip.ebay.com/?itemId=134673742433,https://matchingdashboard.vip.ebay.com/getProduct?epid=3043380420
52,134673742433,3043380420,ITEM_TITLE,Pokemon XY Evolutions Pidgeot EX 104/108 Ultra Rare Holo Foil PSA 10 MINT,Pidgeot EX (Full Art) 104/108 Evolutions Holo,[TITLE_TXT] Pidgeot EX (Full Art) 104/108 Evolutions Holo [card_number] 104/108 [set] XY [character] Pidgeot [game] Pokémon TCG [card_name] Foil [features] Holo,0.05997,0.99678,0.93681,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=134673742433,https://matchingdashboard.vip.ebay.com/getProduct?epid=3043380420
53,134759124247,5059513512,game,['Pokémon TCG'],['Pokémon TCG'],[TITLE_TXT] Pokemon Scovillian 202/198 Scarlet & Violet Base set NM [set] Scarlet & Violet [card_number] 202/198 [game] Pokémon TCG [manufacturer] Pokémon [language] English [character] Scovillain [card_name] Scovillain [features] Full Art,0.04285,0.04452,0.00166,0,0,0,https://matchingdashboard.vip.ebay.com/?itemId=134759124247,https://matchingdashboard.vip.ebay.com/getProduct?epid=5059513512
54,134759124247,5059513512,card_name,['Scovillain'],['Scovillain'],[TITLE_TXT] Pokemon Scovillian 202/198 Scarlet & Violet Base set NM [card_name] Scovillain [game] Pokémon TCG [card_number] 202/198 [features] Full Art [character] Scovillain [manufacturer] Pokémon [set] Scarlet & Violet [language] English,0.04285,0.04726,0.0044,0,0,0,https://matchingdashboard.vip.ebay.com/?itemId=134759124247,https://matchingdashboard.vip.ebay.com/getProduct?epid=5059513512
55,134759124247,5059513512,set,['Scarlet & Violet'],['Sv01: Scarlet & Violet Base Set'],[TITLE_TXT] Pokemon Scovillian 202/198 Scarlet & Violet Base set NM [features] Full Art [card_name] Scovillain [card_number] 202/198 [game] Pokémon TCG [character] Scovillain [set] Sv01: Scarlet & Violet Base Set [manufacturer] Pokémon [language] English,0.04285,0.43298,0.39013,0,1,0,https://matchingdashboard.vip.ebay.com/?itemId=134759124247,https://matchingdashboard.vip.ebay.com/getProduct?epid=5059513512
56,134759124247,5059513512,card_number,['202/198'],['202/198'],[TITLE_TXT] Pokemon Scovillian 202/198 Scarlet & Violet Base set NM [card_name] Scovillain [character] Scovillain [manufacturer] Pokémon [game] Pokémon TCG [language] English [card_number] 202/198 [set] Scarlet & Violet [features] Full Art,0.04285,0.0795,0.03664,0,0,1,https://matchingdashboard.vip.ebay.com/?itemId=134759124247,https://matchingdashboard.vip.ebay.com/getProduct?epid=5059513512
