,UID,CANDIDATE_EPID,Aspect,value,ITEM_SENTENCE,logit,score,original_score,score_difference,Item link,Product link
13,115500072768_415532940565,5057006806,theme,,"[TITLE_TXT] Vans AVE Black Sulphur Volt Size 8.5, 9, 9.5, 10, 10.5, 11 or 12 11 [brand] VANS [color] Black [department] Men [model] Vans AVE [nickname] Black Sulphur [product_line] VANS Ave [style] Sneaker [type] Athletic [leaf_categ_id] 15709",0.08491208404302597,0.5052682779775753,0.5052683956991794,-1.1772160402045984e-07,https://matchingdashboard.vip.ebay.com/?itemId=115500072768&var=415532940565,https://matchingdashboard.vip.ebay.com/getProduct?epid=5057006806
14,115500072768_415532940565,5057006806,upper_material,,"[TITLE_TXT] Vans AVE Black Sulphur Volt Size 8.5, 9, 9.5, 10, 10.5, 11 or 12 11 [brand] VANS [color] Black [department] Men [model] Vans AVE [nickname] Black Sulphur [product_line] VANS Ave [style] Sneaker [type] Athletic [leaf_categ_id] 15709",0.08491208404302597,0.5052682779775753,0.5052683956991794,-1.1772160402045984e-07,https://matchingdashboard.vip.ebay.com/?itemId=115500072768&var=415532940565,https://matchingdashboard.vip.ebay.com/getProduct?epid=5057006806
15,115690302158,28053397002,collaboration,,"[TITLE_TXT] Nike Air Max Penny 1 Chicago Bulls Shoe 2018 Black Red White [685153-003] Mens 7 [brand] Nike [style_code] 685153-003 [color] Black [manufacturer_color] Black/White-University Red-Black [department] Men [model] Nike Air Max Penny 1 [nickname] Chicago Bulls [performance/activity] Bodybuilding, Basketball, CrossFit, Cross Training [product_line] Nike Air Max Penny [release_year] 2018 [style] Sneaker [type] Athletic [year_manufactured] 2018 [leaf_categ_id] 15709 [closure] Tie, Slip On, Lace Up, Pull On [country/region_of_manufacture] Vietnam [shoe_shaft_style] Mid Top [shoe_width] M [theme] 90s [upper_material] Synthetic [pattern] Solid [insole_material] Synthetic [occasion] Casual, Activewear, Workwear [customized] Yes",0.0044889324344694614,0.17201492258902365,0.17201492133665072,1.2523729275848439e-09,https://matchingdashboard.vip.ebay.com/?itemId=115690302158,https://matchingdashboard.vip.ebay.com/getProduct?epid=28053397002
16,115690302158,28053397002,sub_model,,"[TITLE_TXT] Nike Air Max Penny 1 Chicago Bulls Shoe 2018 Black Red White [685153-003] Mens 7 [brand] Nike [style_code] 685153-003 [color] Black [manufacturer_color] Black/White-University Red-Black [department] Men [model] Nike Air Max Penny 1 [nickname] Chicago Bulls [performance/activity] Bodybuilding, Basketball, CrossFit, Cross Training [product_line] Nike Air Max Penny [release_year] 2018 [style] Sneaker [type] Athletic [year_manufactured] 2018 [leaf_categ_id] 15709 [closure] Tie, Slip On, Lace Up, Pull On [country/region_of_manufacture] Vietnam [shoe_shaft_style] Mid Top [shoe_width] M [theme] 90s [upper_material] Synthetic [pattern] Solid [insole_material] Synthetic [occasion] Casual, Activewear, Workwear [customized] Yes",0.0044889324344694614,0.17201492258902365,0.17201492133665072,1.2523729275848439e-09,https://matchingdashboard.vip.ebay.com/?itemId=115690302158,https://matchingdashboard.vip.ebay.com/getProduct?epid=28053397002
17,115872869933_415974076708,11055145900,collaboration,,"[TITLE_TXT] ADIDAS women's athletic shoes lace up multi sizes black fabric upper NEW 6 1/2 MEDIUM [brand] adidas [color] Black [department] Women [model] Athletic [nickname] Multi [performance/activity] Running & Jogging, Walking [product_line] Lite Racer Cln 2.0 [release_year] 2020 [silhouette] adidas Yeezy 350 Cleat Sample Black [style] Sneaker [type] Athletic [year_manufactured] 2020 [leaf_categ_id] 95672 [closure] Lace Up [country/region_of_manufacture] Indonesia [shoe_shaft_style] Low Top [shoe_width] Standard [theme] American [upper_material] Mesh [pattern] Striped [insole_material] Foam [occasion] Activewear, Casual, Workwear [outsole_material] Rubber [customized] No",,,,,https://matchingdashboard.vip.ebay.com/?itemId=115872869933&var=415974076708,https://matchingdashboard.vip.ebay.com/getProduct?epid=11055145900
18,115872869933_415974076708,11055145900,manufacturer_color,['Core Black/Vapour Pink/Sonic Ink'],"[TITLE_TXT] ADIDAS women's athletic shoes lace up multi sizes black fabric upper NEW 6 1/2 MEDIUM [brand] adidas [color] Black [manufacturer_color] Core Black/Vapour Pink/Sonic Ink [department] Women [model] Athletic [nickname] Multi [performance/activity] Running & Jogging, Walking [product_line] Lite Racer Cln 2.0 [release_year] 2020 [silhouette] adidas Yeezy 350 Cleat Sample Black [style] Sneaker [type] Athletic [year_manufactured] 2020 [leaf_categ_id] 95672 [closure] Lace Up [country/region_of_manufacture] Indonesia [shoe_shaft_style] Low Top [shoe_width] Standard [theme] American [upper_material] Mesh [pattern] Striped [insole_material] Foam [occasion] Activewear, Casual, Workwear [outsole_material] Rubber [customized] No",,,,,https://matchingdashboard.vip.ebay.com/?itemId=115872869933&var=415974076708,https://matchingdashboard.vip.ebay.com/getProduct?epid=11055145900
19,115872869933_415974076708,11055145900,style_code,['Gz2818'],"[TITLE_TXT] ADIDAS women's athletic shoes lace up multi sizes black fabric upper NEW 6 1/2 MEDIUM [brand] adidas [style_code] Gz2818 [color] Black [department] Women [model] Athletic [nickname] Multi [performance/activity] Running & Jogging, Walking [product_line] Lite Racer Cln 2.0 [release_year] 2020 [silhouette] adidas Yeezy 350 Cleat Sample Black [style] Sneaker [type] Athletic [year_manufactured] 2020 [leaf_categ_id] 95672 [closure] Lace Up [country/region_of_manufacture] Indonesia [shoe_shaft_style] Low Top [shoe_width] Standard [theme] American [upper_material] Mesh [pattern] Striped [insole_material] Foam [occasion] Activewear, Casual, Workwear [outsole_material] Rubber [customized] No",,,,,https://matchingdashboard.vip.ebay.com/?itemId=115872869933&var=415974076708,https://matchingdashboard.vip.ebay.com/getProduct?epid=11055145900
20,115872869933_415974076708,11055145900,sub_model,,"[TITLE_TXT] ADIDAS women's athletic shoes lace up multi sizes black fabric upper NEW 6 1/2 MEDIUM [brand] adidas [color] Black [department] Women [model] Athletic [nickname] Multi [performance/activity] Running & Jogging, Walking [product_line] Lite Racer Cln 2.0 [release_year] 2020 [silhouette] adidas Yeezy 350 Cleat Sample Black [style] Sneaker [type] Athletic [year_manufactured] 2020 [leaf_categ_id] 95672 [closure] Lace Up [country/region_of_manufacture] Indonesia [shoe_shaft_style] Low Top [shoe_width] Standard [theme] American [upper_material] Mesh [pattern] Striped [insole_material] Foam [occasion] Activewear, Casual, Workwear [outsole_material] Rubber [customized] No",,,,,https://matchingdashboard.vip.ebay.com/?itemId=115872869933&var=415974076708,https://matchingdashboard.vip.ebay.com/getProduct?epid=11055145900
21,115992724939,28053401644,collaboration,,"[TITLE_TXT] New Balance 990v2 Grey Green Maroon Multi Size 10 US Excellent Condition! [brand] New Balance [color] Multicolor [department] Men [model] new blance 990 [nickname] Grey Green [performance/activity] Walking, Cross Training [product_line] New Balance 900 Series [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] United States [shoe_shaft_style] Low Top [shoe_width] Standard [customized] No",0.026832381263375282,0.10782068898385763,0.10782082101731746,-1.3203345983203718e-07,https://matchingdashboard.vip.ebay.com/?itemId=115992724939,https://matchingdashboard.vip.ebay.com/getProduct?epid=28053401644
22,115992724939,28053401644,manufacturer_color,['Grey/Multi-Color'],"[TITLE_TXT] New Balance 990v2 Grey Green Maroon Multi Size 10 US Excellent Condition! [brand] New Balance [color] Multicolor [manufacturer_color] Grey/Multi-Color [department] Men [model] new blance 990 [nickname] Grey Green [performance/activity] Walking, Cross Training [product_line] New Balance 900 Series [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] United States [shoe_shaft_style] Low Top [shoe_width] Standard [customized] No",0.029445922002196312,0.1939067280615686,0.10782082101731746,0.08608590704425115,https://matchingdashboard.vip.ebay.com/?itemId=115992724939,https://matchingdashboard.vip.ebay.com/getProduct?epid=28053401644
23,115992724939,28053401644,release_year,,"[TITLE_TXT] New Balance 990v2 Grey Green Maroon Multi Size 10 US Excellent Condition! [brand] New Balance [color] Multicolor [department] Men [model] new blance 990 [nickname] Grey Green [performance/activity] Walking, Cross Training [product_line] New Balance 900 Series [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] United States [shoe_shaft_style] Low Top [shoe_width] Standard [customized] No",0.026832381263375282,0.10782069235776878,0.10782082101731746,-1.2865954868157559e-07,https://matchingdashboard.vip.ebay.com/?itemId=115992724939,https://matchingdashboard.vip.ebay.com/getProduct?epid=28053401644
24,115992724939,28053401644,style_code,['M990CP2'],"[TITLE_TXT] New Balance 990v2 Grey Green Maroon Multi Size 10 US Excellent Condition! [brand] New Balance [style_code] M990CP2 [color] Multicolor [department] Men [model] new blance 990 [nickname] Grey Green [performance/activity] Walking, Cross Training [product_line] New Balance 900 Series [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] United States [shoe_shaft_style] Low Top [shoe_width] Standard [customized] No",0.9693399667739868,0.978907653307322,0.10782082101731746,0.8710868322900045,https://matchingdashboard.vip.ebay.com/?itemId=115992724939,https://matchingdashboard.vip.ebay.com/getProduct?epid=28053401644
25,115992724939,28053401644,sub_model,,"[TITLE_TXT] New Balance 990v2 Grey Green Maroon Multi Size 10 US Excellent Condition! [brand] New Balance [color] Multicolor [department] Men [model] new blance 990 [nickname] Grey Green [performance/activity] Walking, Cross Training [product_line] New Balance 900 Series [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] United States [shoe_shaft_style] Low Top [shoe_width] Standard [customized] No",0.026832381263375282,0.10782067003543165,0.10782082101731746,-1.5098188581308403e-07,https://matchingdashboard.vip.ebay.com/?itemId=115992724939,https://matchingdashboard.vip.ebay.com/getProduct?epid=28053401644
26,115992724939,28053401644,theme,,"[TITLE_TXT] New Balance 990v2 Grey Green Maroon Multi Size 10 US Excellent Condition! [brand] New Balance [color] Multicolor [department] Men [model] new blance 990 [nickname] Grey Green [performance/activity] Walking, Cross Training [product_line] New Balance 900 Series [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] United States [shoe_shaft_style] Low Top [shoe_width] Standard [customized] No",0.026832392439246178,0.10782073583447005,0.10782082101731746,-8.518284741465543e-08,https://matchingdashboard.vip.ebay.com/?itemId=115992724939,https://matchingdashboard.vip.ebay.com/getProduct?epid=28053401644
27,115992724939,28053401644,upper_material,['Mesh'],"[TITLE_TXT] New Balance 990v2 Grey Green Maroon Multi Size 10 US Excellent Condition! [brand] New Balance [color] Multicolor [department] Men [model] new blance 990 [nickname] Grey Green [performance/activity] Walking, Cross Training [product_line] New Balance 900 Series [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] United States [shoe_shaft_style] Low Top [shoe_width] Standard [upper_material] Mesh [customized] No",0.023305395618081093,0.11221151083253833,0.10782082101731746,0.004390689815220866,https://matchingdashboard.vip.ebay.com/?itemId=115992724939,https://matchingdashboard.vip.ebay.com/getProduct?epid=28053401644
28,116015462377,24052684303,collaboration,,[TITLE_TXT] Nike Air Jordan 1 Low Diamond Shorts - Men’s 10.5 US (New/Deadstock) [brand] Nike [color] Black [department] Men [model] Nike Air Jordan 1 [nickname] Low [performance/activity] Basketball [product_line] Nike Jordan 1 Low [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top,0.021409600973129272,0.36798852932238685,0.36798852932238685,0.0,https://matchingdashboard.vip.ebay.com/?itemId=116015462377,https://matchingdashboard.vip.ebay.com/getProduct?epid=24052684303
29,116015462377,24052684303,customized,,[TITLE_TXT] Nike Air Jordan 1 Low Diamond Shorts - Men’s 10.5 US (New/Deadstock) [brand] Nike [color] Black [department] Men [model] Nike Air Jordan 1 [nickname] Low [performance/activity] Basketball [product_line] Nike Jordan 1 Low [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top,0.021409600973129272,0.36798852932238685,0.36798852932238685,0.0,https://matchingdashboard.vip.ebay.com/?itemId=116015462377,https://matchingdashboard.vip.ebay.com/getProduct?epid=24052684303
30,116015462377,24052684303,manufacturer_color,['Black/White'],[TITLE_TXT] Nike Air Jordan 1 Low Diamond Shorts - Men’s 10.5 US (New/Deadstock) [brand] Nike [color] Black [manufacturer_color] Black/White [department] Men [model] Nike Air Jordan 1 [nickname] Low [performance/activity] Basketball [product_line] Nike Jordan 1 Low [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top,0.0305322352796793,0.4218799717504746,0.36798852932238685,0.053891442428087744,https://matchingdashboard.vip.ebay.com/?itemId=116015462377,https://matchingdashboard.vip.ebay.com/getProduct?epid=24052684303
31,116015462377,24052684303,release_year,['2022'],[TITLE_TXT] Nike Air Jordan 1 Low Diamond Shorts - Men’s 10.5 US (New/Deadstock) [brand] Nike [color] Black [department] Men [model] Nike Air Jordan 1 [nickname] Low [performance/activity] Basketball [product_line] Nike Jordan 1 Low [release_year] 2022 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top,0.06140035018324852,0.4726520567870438,0.36798852932238685,0.10466352746465696,https://matchingdashboard.vip.ebay.com/?itemId=116015462377,https://matchingdashboard.vip.ebay.com/getProduct?epid=24052684303
32,116015462377,24052684303,shoe_width,,[TITLE_TXT] Nike Air Jordan 1 Low Diamond Shorts - Men’s 10.5 US (New/Deadstock) [brand] Nike [color] Black [department] Men [model] Nike Air Jordan 1 [nickname] Low [performance/activity] Basketball [product_line] Nike Jordan 1 Low [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top,0.021409600973129272,0.36798852932238685,0.36798852932238685,0.0,https://matchingdashboard.vip.ebay.com/?itemId=116015462377,https://matchingdashboard.vip.ebay.com/getProduct?epid=24052684303
33,116015462377,24052684303,style_code,['DH6931001'],[TITLE_TXT] Nike Air Jordan 1 Low Diamond Shorts - Men’s 10.5 US (New/Deadstock) [brand] Nike [style_code] DH6931001 [color] Black [department] Men [model] Nike Air Jordan 1 [nickname] Low [performance/activity] Basketball [product_line] Nike Jordan 1 Low [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top,0.9770976305007935,0.9842038880776998,0.36798852932238685,0.616215358755313,https://matchingdashboard.vip.ebay.com/?itemId=116015462377,https://matchingdashboard.vip.ebay.com/getProduct?epid=24052684303
34,116015462377,24052684303,sub_model,,[TITLE_TXT] Nike Air Jordan 1 Low Diamond Shorts - Men’s 10.5 US (New/Deadstock) [brand] Nike [color] Black [department] Men [model] Nike Air Jordan 1 [nickname] Low [performance/activity] Basketball [product_line] Nike Jordan 1 Low [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top,0.021409600973129272,0.36798852932238685,0.36798852932238685,0.0,https://matchingdashboard.vip.ebay.com/?itemId=116015462377,https://matchingdashboard.vip.ebay.com/getProduct?epid=24052684303
35,116015462377,24052684303,theme,,[TITLE_TXT] Nike Air Jordan 1 Low Diamond Shorts - Men’s 10.5 US (New/Deadstock) [brand] Nike [color] Black [department] Men [model] Nike Air Jordan 1 [nickname] Low [performance/activity] Basketball [product_line] Nike Jordan 1 Low [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top,0.021409600973129272,0.36798852932238685,0.36798852932238685,0.0,https://matchingdashboard.vip.ebay.com/?itemId=116015462377,https://matchingdashboard.vip.ebay.com/getProduct?epid=24052684303
36,116015462377,24052684303,upper_material,,[TITLE_TXT] Nike Air Jordan 1 Low Diamond Shorts - Men’s 10.5 US (New/Deadstock) [brand] Nike [color] Black [department] Men [model] Nike Air Jordan 1 [nickname] Low [performance/activity] Basketball [product_line] Nike Jordan 1 Low [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top,0.021409600973129272,0.36798852932238685,0.36798852932238685,0.0,https://matchingdashboard.vip.ebay.com/?itemId=116015462377,https://matchingdashboard.vip.ebay.com/getProduct?epid=24052684303
37,116029536249,9063066281,customized,,[TITLE_TXT] Gucci Flashtrek Sneakers Fabric and Leather with Crystals [brand] Gucci [collaboration] Gucci [color] Multicolor [department] Women [model] Gucci Flashtrek [nickname] Crystal [type] Athletic [leaf_categ_id] 95672 [upper_material] Crystal [insole_material] Leather [outsole_material] Leather,0.13714204728603363,0.10628738918958508,0.10628739779672479,-8.607139709293499e-09,https://matchingdashboard.vip.ebay.com/?itemId=116029536249,https://matchingdashboard.vip.ebay.com/getProduct?epid=9063066281
38,116029536249,9063066281,manufacturer_color,['New Lavender'],[TITLE_TXT] Gucci Flashtrek Sneakers Fabric and Leather with Crystals [brand] Gucci [collaboration] Gucci [color] Multicolor [manufacturer_color] New Lavender [department] Women [model] Gucci Flashtrek [nickname] Crystal [type] Athletic [leaf_categ_id] 95672 [upper_material] Crystal [insole_material] Leather [outsole_material] Leather,0.5525577664375305,0.5922082247881226,0.10628739779672479,0.4859208269913978,https://matchingdashboard.vip.ebay.com/?itemId=116029536249,https://matchingdashboard.vip.ebay.com/getProduct?epid=9063066281
39,116029536249,9063066281,product_line,['Gucci Flashtrek'],[TITLE_TXT] Gucci Flashtrek Sneakers Fabric and Leather with Crystals [brand] Gucci [collaboration] Gucci [color] Multicolor [department] Women [model] Gucci Flashtrek [nickname] Crystal [product_line] Gucci Flashtrek [type] Athletic [leaf_categ_id] 95672 [upper_material] Crystal [insole_material] Leather [outsole_material] Leather,0.15702177584171295,0.119426076138241,0.10628739779672479,0.013138678341516205,https://matchingdashboard.vip.ebay.com/?itemId=116029536249,https://matchingdashboard.vip.ebay.com/getProduct?epid=9063066281
40,116029536249,9063066281,release_year,,[TITLE_TXT] Gucci Flashtrek Sneakers Fabric and Leather with Crystals [brand] Gucci [collaboration] Gucci [color] Multicolor [department] Women [model] Gucci Flashtrek [nickname] Crystal [type] Athletic [leaf_categ_id] 95672 [upper_material] Crystal [insole_material] Leather [outsole_material] Leather,0.13714176416397095,0.10628719834837344,0.10628739779672479,-1.994483513484413e-07,https://matchingdashboard.vip.ebay.com/?itemId=116029536249,https://matchingdashboard.vip.ebay.com/getProduct?epid=9063066281
41,116029536249,9063066281,shoe_shaft_style,,[TITLE_TXT] Gucci Flashtrek Sneakers Fabric and Leather with Crystals [brand] Gucci [collaboration] Gucci [color] Multicolor [department] Women [model] Gucci Flashtrek [nickname] Crystal [type] Athletic [leaf_categ_id] 95672 [upper_material] Crystal [insole_material] Leather [outsole_material] Leather,0.13714176416397095,0.10628718470046256,0.10628739779672479,-2.1309626223320333e-07,https://matchingdashboard.vip.ebay.com/?itemId=116029536249,https://matchingdashboard.vip.ebay.com/getProduct?epid=9063066281
42,116029536249,9063066281,shoe_width,,[TITLE_TXT] Gucci Flashtrek Sneakers Fabric and Leather with Crystals [brand] Gucci [collaboration] Gucci [color] Multicolor [department] Women [model] Gucci Flashtrek [nickname] Crystal [type] Athletic [leaf_categ_id] 95672 [upper_material] Crystal [insole_material] Leather [outsole_material] Leather,0.13714204728603363,0.10628738316833122,0.10628739779672479,-1.4628393565918607e-08,https://matchingdashboard.vip.ebay.com/?itemId=116029536249,https://matchingdashboard.vip.ebay.com/getProduct?epid=9063066281
43,116029536249,9063066281,style,['Sneaker'],[TITLE_TXT] Gucci Flashtrek Sneakers Fabric and Leather with Crystals [brand] Gucci [collaboration] Gucci [color] Multicolor [department] Women [model] Gucci Flashtrek [nickname] Crystal [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [upper_material] Crystal [insole_material] Leather [outsole_material] Leather,0.14164702594280243,0.1125773728924425,0.10628739779672479,0.006289975095717715,https://matchingdashboard.vip.ebay.com/?itemId=116029536249,https://matchingdashboard.vip.ebay.com/getProduct?epid=9063066281
